dia,codigo_region,mediana_distancia_recorrida
1,1.0,7.217285082089562
1,2.0,0.1949576861932867
1,3.0,3.0216971427610098
1,4.0,9.83867612182125
1,5.0,1.4106918075403196
1,6.0,2.202832140564091
1,7.0,1.6521819456148852
1,8.0,1.3227481944280235
1,9.0,1.5332501534695309
1,10.0,8.757352765418423
1,11.0,1.8018318079600588
1,12.0,2.550808299127814
1,13.0,5.240776011359741
1,14.0,15.521784226121607
1,15.0,2.1431878605797605
1,16.0,0.6370889786668036
1,17.0,4.078435271218757
1,18.0,6.386916797579419
1,19.0,1.80454425187096
1,20.0,6.536395791881077
1,21.0,8.706376035948733
1,22.0,0.21474437366272373
1,23.0,6.318852879993893
1,24.0,0.8252060789816307
2,1.0,6.89685571796868
2,2.0,4.463548375173947
2,3.0,5.5664474087770275
2,4.0,8.889806098051293
2,5.0,6.605059459286753
2,6.0,3.9366681194036923
2,7.0,2.160457038797945
2,8.0,1.1725505138528054
2,9.0,8.141240489658864
2,10.0,3.780925251850481
2,11.0,5.2649775491621265
2,12.0,3.0720147670552844
2,13.0,10.619100731788164
2,14.0,2.660864118514016
2,15.0,2.7975872216411686
2,16.0,1.310012599304759
2,17.0,11.282047350974471
2,18.0,4.334266440020836
2,19.0,0.5640185231575516
2,20.0,0.5568413120914624
2,21.0,10.640665626029076
2,22.0,5.323204740897868
2,23.0,4.659282566706775
2,24.0,0.47486732540369897
3,1.0,7.871999253373513
3,2.0,12.316007558306177
3,3.0,4.845295422827952
3,4.0,22.865018376432115
3,5.0,3.049728265870645
3,6.0,6.587597532659358
3,7.0,2.3482968230282157
3,8.0,1.1647812338907035
3,9.0,5.334775642511209
3,10.0,1.280620552068577
3,11.0,3.6104436865416982
3,12.0,1.1420806802149082
3,13.0,5.860926321179595
3,14.0,3.5004452980473055
3,15.0,6.263108903343849
3,16.0,1.4788588821283175
3,17.0,9.719173725404904
3,18.0,5.652738391300403
3,19.0,0.031236067777541437
3,20.0,
3,21.0,2.9892031963602204
3,22.0,0.09314323224258796
3,23.0,6.187212570786125
3,24.0,6.982280364806783
4,1.0,5.250527523414357
4,2.0,6.117418806384835
4,3.0,6.262667722139665
4,4.0,0.5864788194006166
4,5.0,6.552445761229071
4,6.0,5.4965735413262475
4,7.0,3.8062418395842816
4,8.0,0.4006174554822352
4,9.0,7.274240633236975
4,10.0,1.2885998547233348
4,11.0,1.70537187446247
4,12.0,2.5466164905378266
4,13.0,6.766413665891322
4,14.0,12.27384614930612
4,15.0,3.170930306447729
4,16.0,4.42831650773181
4,17.0,11.225675360361302
4,18.0,9.722535493726637
4,19.0,1.1100610587382207
4,20.0,1.9929746967720607
4,21.0,4.2082102129783525
4,22.0,5.129374977018998
4,23.0,7.881114665896378
4,24.0,0.3229813102208958
5,1.0,8.644090593352963
5,2.0,13.45737062157708
5,3.0,5.194760827262165
5,4.0,0.9067059180141778
5,5.0,2.10715691856149
5,6.0,6.396658874235347
5,7.0,0.7220484117093501
5,8.0,4.361907623879549
5,9.0,7.22446184310942
5,10.0,0.7147418163739633
5,11.0,2.123996764422989
5,12.0,1.6332456811162812
5,13.0,3.1909670184855865
5,14.0,7.66677214332291
5,15.0,7.911454625662544
5,16.0,6.011497483602813
5,17.0,12.807681926353451
5,18.0,14.724344486280055
5,19.0,23.53734006632554
5,20.0,2.396823304920474
5,21.0,7.339671758994772
5,22.0,9.5403833196318
5,23.0,5.908447419870156
5,24.0,5.012357090721982
6,1.0,7.300429648713328
6,2.0,8.716557739540184
6,3.0,12.1036899118685
6,4.0,0.8574607423890929
6,5.0,2.8805136340324617
6,6.0,5.840522609933561
6,7.0,5.487445544577854
6,8.0,1.6107842609078529
6,9.0,7.0619423365036775
6,10.0,1.845979257849382
6,11.0,2.2271974361820366
6,12.0,1.0701388495538482
6,13.0,4.348406581775206
6,14.0,11.397367316560974
6,15.0,7.947401231448888
6,16.0,2.9330143273357185
6,17.0,10.949731337424783
6,18.0,10.655251532311587
6,19.0,73.28371462559282
6,20.0,4.958334951606144
6,21.0,0.20612149480270048
6,22.0,0.14679760459886435
6,23.0,4.455215815177484
6,24.0,2.6239293749565458
7,1.0,3.810228028149891
7,2.0,4.603672172275527
7,3.0,2.2400514322883387
7,4.0,6.450308853987295
7,5.0,0.3087285125275767
7,6.0,4.891176630506115
7,7.0,10.121225067188933
7,8.0,0.8226552043990494
7,9.0,5.9698628611319355
7,10.0,4.565381343421153
7,11.0,2.6836443452074024
7,12.0,1.6467392373745882
7,13.0,4.437426908291634
7,14.0,1.321519011178656
7,15.0,9.123637682857543
7,16.0,2.1904733125680824
7,17.0,10.445346304432556
7,18.0,5.7888571833965035
7,19.0,2.4534457149723883
7,20.0,0.6979289954801571
7,21.0,105.81338702415286
7,22.0,1.0563183805518392
7,23.0,9.449098747636738
7,24.0,0.8515146016830057
8,1.0,7.081382693054321
8,2.0,4.3764508625526215
8,3.0,6.6949575341511895
8,4.0,1.2847845160040112
8,5.0,1.3841623956447682
8,6.0,2.3544062521335496
8,7.0,8.441485032148933
8,8.0,0.875026812662786
8,9.0,2.0369241358493673
8,10.0,1.1463448259606228
8,11.0,0.5589910666679039
8,12.0,4.971423972138418
8,13.0,4.384815138077772
8,14.0,7.597302598303909
8,15.0,81.50377971721522
8,16.0,2.3697420172521806
8,17.0,7.722836398731875
8,18.0,5.745532393849992
8,19.0,7.885523796104884
8,20.0,0.6427055832238617
8,21.0,5.78459005299211
8,22.0,13.384956583682897
8,23.0,7.9277474439339874
8,24.0,2.1192780618428704
9,1.0,12.45032554113343
9,2.0,9.607944951310333
9,3.0,9.448191775011853
9,4.0,0.06680681058600321
9,5.0,2.0021616679662855
9,6.0,4.064296604050129
9,7.0,5.227182173211104
9,8.0,0.6270954063773462
9,9.0,8.233022896610958
9,10.0,8.253821834370344
9,11.0,2.2189635937962344
9,12.0,3.171357714164589
9,13.0,2.4574539188515723
9,14.0,4.908898897952242
9,15.0,3.546818186363807
9,16.0,2.125675407369173
9,17.0,10.077297017081987
9,18.0,8.838330964556839
9,19.0,1.3141598450255865
9,20.0,1.911117131361492
9,21.0,1.6931532970928551
9,22.0,0.4731648484160381
9,23.0,8.327303358685826
9,24.0,6.183600544691196
10,1.0,9.578665029670535
10,2.0,2.7367161030769984
10,3.0,5.1725058602873535
10,4.0,8.871549983508238
10,5.0,5.8770575355852355
10,6.0,8.7331231728772
10,7.0,7.891083917988273
10,8.0,1.827076192833869
10,9.0,8.2145634173296
10,10.0,1.1900120422524283
10,11.0,4.107497033515723
10,12.0,2.8280761627665307
10,13.0,5.573716282105229
10,14.0,14.583445732741014
10,15.0,11.323547536311517
10,16.0,1.1310879058524772
10,17.0,8.267199818793232
10,18.0,6.538790982638465
10,19.0,1.2102869094246729
10,20.0,2.504329873390476
10,21.0,12.600529454991666
10,22.0,0.3625411490772292
10,23.0,7.543071555999233
10,24.0,0.9268002855581009
11,1.0,6.603340787060946
11,2.0,8.177163893261321
11,3.0,7.815186590614465
11,4.0,5.370722323798203
11,5.0,8.666509016149245
11,6.0,6.6878868615609495
11,7.0,5.909650186644301
11,8.0,2.6533894801253384
11,9.0,4.884207488745625
11,10.0,3.1191062741188915
11,11.0,3.925042101886546
11,12.0,2.404742278589981
11,13.0,2.279192043378641
11,14.0,2.3948075748390534
11,15.0,6.618292362862954
11,16.0,3.6965816654006405
11,17.0,12.107718978709205
11,18.0,7.5562757271528
11,19.0,2.9946683226451754
11,20.0,0.0980222836257036
11,21.0,3.0198580628942926
11,22.0,6.8140654798046745
11,23.0,7.143228722009074
11,24.0,1.0108117193803667
12,1.0,9.418627395859454
12,2.0,9.667509833675568
12,3.0,4.570387553593021
12,4.0,0.4285165443777765
12,5.0,10.036374844459669
12,6.0,4.2810574960156345
12,7.0,7.830591047547101
12,8.0,2.70428438658628
12,9.0,7.081246831088959
12,10.0,4.310346893900961
12,11.0,4.35912096932638
12,12.0,1.867740375255175
12,13.0,2.25641246788672
12,14.0,10.682435452125207
12,15.0,2.0366447139958854
12,16.0,0.3922616752823044
12,17.0,10.253803806849426
12,18.0,7.257464557267894
12,19.0,1.2031843495319592
12,20.0,1.3360803658294422
12,21.0,6.243157200501219
12,22.0,3.29562064648993
12,23.0,5.733099922347727
12,24.0,4.5648571231638835
13,1.0,9.120867299647777
13,2.0,11.058538224587595
13,3.0,1.0036939940074343
13,4.0,0.10824780625899214
13,5.0,10.055227127939656
13,6.0,7.055033857670651
13,7.0,6.977617388911822
13,8.0,1.25254716913697
13,9.0,6.116999380355164
13,10.0,0.7657464912051793
13,11.0,4.148078891355288
13,12.0,2.2252606414445606
13,13.0,0.970909254260647
13,14.0,4.006197230110739
13,15.0,6.628713001443418
13,16.0,4.751708869793948
13,17.0,9.148143828188877
13,18.0,4.140717953125236
13,19.0,4.063690174510016
13,20.0,9.707997673751464
13,21.0,1.8917663706096624
13,22.0,2.561867460390197
13,23.0,3.7444166567577257
13,24.0,0.3244372864440327
14,1.0,4.567185067045365
14,2.0,1.7346724000525435
14,3.0,1.3785558694837994
14,4.0,19.77009779987227
14,5.0,5.202221947848462
14,6.0,5.1629214954351035
14,7.0,5.379582198395258
14,8.0,1.0100749521254246
14,9.0,2.927813699174644
14,10.0,2.4811465306230813
14,11.0,1.9242515476702975
14,12.0,1.4646490357871202
14,13.0,3.7429516573463704
14,14.0,5.523947676896103
14,15.0,1.542432686351439
14,16.0,2.3130517718400565
14,17.0,6.530656071007071
14,18.0,4.038456904294424
14,19.0,1.2813187789153908
14,20.0,21.39599221937291
14,21.0,5.3949313030338235
14,22.0,0.6038582607630975
14,23.0,7.995866326518164
14,24.0,1.5661726087761565
15,1.0,1.5552911817188904
15,2.0,0.46796135879315715
15,3.0,2.760554857968597
15,4.0,4.633703129581956
15,5.0,1.8179634558841526
15,6.0,1.4462851665455678
15,7.0,0.4387663490573008
15,8.0,5.876268936425331
15,9.0,0.8667701682054614
15,10.0,0.6990803609488797
15,11.0,1.3032737663074834
15,12.0,2.330806958038671
15,13.0,5.00287644472605
15,14.0,4.604766138834154
15,15.0,6.6533882054277775
15,16.0,1.4199997667484519
15,17.0,1.3029116902487916
15,18.0,2.806345410712095
15,19.0,0.9595322333090793
15,20.0,10.079316820034881
15,21.0,11.240287348732148
15,22.0,0.7874047542026458
15,23.0,2.4811267300562343
15,24.0,1.22376387536682
16,1.0,2.8576782526520503
16,2.0,3.0888245752573957
16,3.0,4.818996444072057
16,4.0,0.0885906768137158
16,5.0,1.5191547646339607
16,6.0,1.4254926612068548
16,7.0,3.2002449940392603
16,8.0,1.2460080175811585
16,9.0,1.5899072808584995
16,10.0,1.5980391525223827
16,11.0,0.48061156246993886
16,12.0,3.293163122504626
16,13.0,3.2591583255051946
16,14.0,6.055668036729092
16,15.0,6.338536703698626
16,16.0,5.0346421787728115
16,17.0,2.883545364128456
16,18.0,2.292815401402349
16,19.0,1.542621602796355
16,20.0,4.828822328407166
16,21.0,4.841457800778019
16,22.0,1.2823036675711337
16,23.0,10.45982972161325
16,24.0,1.4931346942109005
17,1.0,0.9769399991530466
17,2.0,0.2132092953600077
17,3.0,0.2794599552651553
17,4.0,0.5836166702541016
17,5.0,0.742539149974391
17,6.0,0.7161239261251945
17,7.0,1.6011127721025684
17,8.0,1.0705341567421929
17,9.0,0.4231548819017032
17,10.0,0.4600648370386031
17,11.0,0.6226349101853098
17,12.0,0.5105651568521059
17,13.0,0.5940423042605532
17,14.0,2.3044496088572757
17,15.0,1.0736464117183686
17,16.0,0.5471931374420353
17,17.0,0.5608830467663771
17,18.0,1.3285790786978349
17,19.0,0.07992338831494186
17,20.0,0.5809397940421691
17,21.0,1.4084768954421052
17,22.0,0.2434250558115059
17,23.0,0.4051445766265123
17,24.0,0.18622005272821776
18,1.0,0.5075489840896483
18,2.0,0.288697749512025
18,3.0,0.1919782203713023
18,4.0,1.8147046067144141
18,5.0,0.4246137866634151
18,6.0,0.5578535616954079
18,7.0,0.3590432192852342
18,8.0,0.6972299302463425
18,9.0,0.2481282721671831
18,10.0,0.2484925938445124
18,11.0,0.3372769588118726
18,12.0,0.3826089877205351
18,13.0,0.4437723200837073
18,14.0,1.6460640723493287
18,15.0,0.2597680272390316
18,16.0,0.8330658767674398
18,17.0,0.3944709889552808
18,18.0,0.3099898615155383
18,19.0,31.858578799987733
18,20.0,0.22783419430324345
18,21.0,2.861841325825506
18,22.0,0.2937332249590695
18,23.0,0.3660234193870688
18,24.0,0.5307821795223191
19,1.0,0.4988902330070991
19,2.0,0.39439042667999336
19,3.0,0.5263517982508135
19,4.0,0.7748567213763367
19,5.0,2.5470210268801945
19,6.0,0.4505490246837394
19,7.0,0.34403162620910577
19,8.0,0.7032910946419462
19,9.0,0.2452512293985061
19,10.0,0.7051884315713364
19,11.0,0.5212780396642943
19,12.0,0.6396544644344395
19,13.0,0.6727379421146545
19,14.0,0.21238179036079097
19,15.0,2.1793414862832456
19,16.0,1.0410348631532067
19,17.0,0.4448544047210003
19,18.0,0.3782932384951501
19,19.0,2.144324575657056
19,20.0,0.17353292103417586
19,21.0,0.20487894092011386
19,22.0,0.14415966900576194
19,23.0,0.29338553690727337
19,24.0,0.4012325074004495
19,90.0,0.1711516581216768
20,1.0,0.40008253353273815
20,2.0,0.18885753653926812
20,3.0,0.9673939070580936
20,4.0,0.06729622329987348
20,5.0,0.8773845190484678
20,6.0,0.417804236857604
20,7.0,0.39603728159450813
20,8.0,0.7148502826085521
20,9.0,0.21643324319381807
20,10.0,0.41250226119643546
20,11.0,0.5460990176705243
20,12.0,0.5809390761643164
20,13.0,0.6586675664718036
20,14.0,0.30703673287508404
20,15.0,2.9111731425304352
20,16.0,0.19814666434388425
20,17.0,0.25902036816238744
20,18.0,0.314627216873757
20,19.0,1.1090304074263349
20,20.0,3.120707713794817
20,21.0,0.5119138037839309
20,22.0,0.2775800367447477
20,23.0,0.2822937841619755
20,24.0,0.20840080413357664
20,90.0,
21,1.0,0.26415898791964626
21,2.0,0.31501439031426226
21,3.0,0.4904872754346507
21,4.0,1.7781032796989438
21,5.0,4.671391923829389
21,6.0,0.219415214568115
21,7.0,0.4421138907720156
21,8.0,0.5316201075147267
21,9.0,0.17472638818067124
21,10.0,0.17083857723498652
21,11.0,0.7552306745444466
21,12.0,0.5266884672624832
21,13.0,0.3298837700150208
21,14.0,0.10687260644415988
21,15.0,1.5533203648123364
21,16.0,0.3166968122711467
21,17.0,0.22150586830693927
21,18.0,0.2420588377135779
21,19.0,0.5688995541333665
21,20.0,3.504966047587332
21,21.0,0.175695040809316
21,22.0,0.3736139383905068
21,23.0,0.13590052190979682
21,24.0,0.1978390328526185
21,90.0,32.71008596079003
22,1.0,0.30790205409970683
22,2.0,0.1393043508076835
22,3.0,0.27788224897492103
22,4.0,0.3264754871648128
22,5.0,0.17901182918352276
22,6.0,0.2710425041404214
22,7.0,0.22543608252206548
22,8.0,0.4437905723751527
22,9.0,0.20767419267323656
22,10.0,0.2911367330581448
22,11.0,0.2116106682972517
22,12.0,0.42225910918401977
22,13.0,0.3982386270661903
22,14.0,0.4281012671221087
22,15.0,1.5964648620331312
22,16.0,0.18581733370857617
22,17.0,0.3028033819457685
22,18.0,0.28107765934642426
22,19.0,0.7452020652474676
22,20.0,2.8861842685847874
22,21.0,3.2159809388035843
22,22.0,0.5441561894312564
22,23.0,0.36833445435453965
22,24.0,0.3035313991557186
22,90.0,0.5826835653753232
23,1.0,0.467068615384707
23,2.0,0.3014777237095283
23,3.0,0.3122338484738335
23,4.0,0.09808381828680963
23,5.0,4.6473997856836124
23,6.0,0.500420128570054
23,7.0,0.4298495573939189
23,8.0,0.9715746406249687
23,9.0,0.27811185957378964
23,10.0,0.4039564485551937
23,11.0,0.2089984556494306
23,12.0,0.4051571983448256
23,13.0,0.6109204390060166
23,14.0,0.18073477509503663
23,15.0,1.4322591525117554
23,16.0,0.370689173353488
23,17.0,0.3827049565027975
23,18.0,0.48397804784556275
23,19.0,0.04307020156527608
23,20.0,2.062539000243461
23,21.0,1.630175212941047
23,22.0,24.857188651949855
23,23.0,0.3287508108234596
23,24.0,0.2554626322684855
23,90.0,
24,1.0,0.9664256333065556
24,2.0,0.5630308535679505
24,3.0,0.36791971101395926
24,4.0,1.627291257123754
24,5.0,1.1199196686438142
24,6.0,0.8939554016244351
24,7.0,0.5320711757708579
24,8.0,1.6618296627700837
24,9.0,0.3771319460455034
24,10.0,0.5621236066357744
24,11.0,0.6880144889042699
24,12.0,0.519132512867665
24,13.0,1.1883626954624749
24,14.0,0.5853956724980212
24,15.0,2.544612352696591
24,16.0,0.6572906991974528
24,17.0,0.539539196485388
24,18.0,0.6051312727906497
24,19.0,0.06731935954485724
24,20.0,5.14561757530313
24,21.0,4.291551824197705
24,22.0,3.237451039118118
24,23.0,0.4640050238233359
24,24.0,0.5698269271631904
24,90.0,
25,1.0,0.6533697447144569
25,2.0,0.44082857597092223
25,3.0,0.5637057402727764
25,4.0,0.14264618060797676
25,5.0,1.1970107126875176
25,6.0,0.3812969337443163
25,7.0,0.466442652811871
25,8.0,0.9781019177506328
25,9.0,0.3225328913609797
25,10.0,0.4004955560552199
25,11.0,0.5495347426457209
25,12.0,1.0470370137666478
25,13.0,0.7955284982461441
25,14.0,0.6977572918858829
25,15.0,1.7437135947045064
25,16.0,0.0947482549418409
25,17.0,0.494348305481488
25,18.0,0.5449849797041959
25,19.0,0.08074422080159216
25,20.0,4.937793991627373
25,21.0,2.9056770127917546
25,22.0,0.43219738377449024
25,23.0,0.6060646237484183
25,24.0,0.5233887280255949
25,90.0,
26,1.0,0.275798170400535
26,2.0,0.0915640451026532
26,3.0,0.20729462851145197
26,4.0,0.042692598695165666
26,5.0,11.29430850026919
26,6.0,0.2884232246209465
26,7.0,0.1374894744846784
26,8.0,0.23283972880193562
26,9.0,0.17095795201040026
26,10.0,0.11551340956375356
26,11.0,2.022493896594499
26,12.0,0.6040278781879515
26,13.0,0.6477609144204634
26,14.0,0.7668357388410584
26,15.0,0.012772930396922923
26,16.0,0.03512715351686708
26,17.0,0.17243970991516616
26,18.0,0.24766212891987863
26,19.0,0.17308166198678307
26,20.0,2.70652946753313
26,21.0,7.298225159778876
26,22.0,0.5999848166427477
26,23.0,0.16459584540886776
26,24.0,0.2848960033011567
26,90.0,35.41898158050517
27,1.0,0.5043278230626178
27,2.0,1.6080811944051527
27,3.0,0.14352938433082954
27,4.0,6.0729079991900825
27,5.0,0.44334675301684345
27,6.0,0.1721198629582346
27,7.0,0.5137280279569085
27,8.0,2.25558404304744
27,9.0,0.19933669698577583
27,10.0,0.8701815497795683
27,11.0,0.9206211825591064
27,12.0,0.6923376603454611
27,13.0,0.9285046182040224
27,14.0,1.0410732938289595
27,15.0,0.20346525035544352
27,16.0,0.27218807765816216
27,17.0,0.22043770847283736
27,18.0,0.3250345255241327
27,19.0,0.3995987989095166
27,20.0,5.655098968584796
27,21.0,38.553534699613046
27,22.0,2.6725802458566954
27,23.0,0.23886063643093025
27,24.0,0.5569257272184895
27,90.0,41.27665539057174
28,1.0,1.0260542028614046
28,2.0,1.4518541162265963
28,3.0,0.7552440705160387
28,4.0,14.377634008878436
28,5.0,15.2948649856945
28,6.0,0.10681695867750847
28,7.0,0.21767176864264395
28,8.0,0.8163801644779413
28,9.0,0.15172859991308074
28,10.0,0.43738961804155296
28,11.0,0.5552458018138303
28,12.0,1.3614093464380415
28,13.0,0.6631707351481894
28,14.0,0.07517932004183359
28,15.0,4.475090824353906
28,16.0,0.10268843382028013
28,17.0,0.1900057360033276
28,18.0,0.21806892268550399
28,19.0,2.289622121640284
28,20.0,2.57396428314663
28,21.0,14.319534475526
28,22.0,1.2891644036046999
28,23.0,0.5573467501052749
28,24.0,0.16447759203055434
28,90.0,13.458066814937697
29,1.0,0.17804142734361453
29,2.0,0.23410511012670962
29,3.0,0.9108048102276808
29,4.0,1.1793490110894769
29,5.0,2.629076793148111
29,6.0,0.2581932547819453
29,7.0,0.8762909717214015
29,8.0,1.1397306128637028
29,9.0,0.10504555497631173
29,10.0,0.8184842199165938
29,11.0,0.18783155946559765
29,12.0,0.5328684417537682
29,13.0,0.1684789680829928
29,14.0,0.32917242450285
29,15.0,
29,16.0,0.07112970024413726
29,17.0,0.27417462953384475
29,18.0,0.21073276303762795
29,19.0,0.6294591507537186
29,20.0,1.9698426222065173
29,21.0,11.66113222834392
29,22.0,2.2824653506931774
29,23.0,0.256002314542365
29,24.0,2.90705111280856
29,90.0,0.486564689306552
30,1.0,0.4513882627635005
30,2.0,0.2748716116423259
30,3.0,1.0216013741187246
30,4.0,0.0029477629803971567
30,5.0,4.10313307425354
30,6.0,0.2885048583877111
30,7.0,2.0252015530671352
30,8.0,1.412288946183196
30,9.0,0.1584530929868396
30,10.0,0.5557633526789537
30,11.0,0.09120414081545827
30,12.0,0.7664253878436255
30,13.0,0.8309933007689136
30,14.0,0.7153300391973387
30,15.0,45.717547042331184
30,16.0,0.2408657751314957
30,17.0,0.2804690419076345
30,18.0,0.19967095047993388
30,19.0,0.12937985374911004
30,20.0,2.6786762248575426
30,21.0,2.74625759094508
30,22.0,0.828332152892098
30,23.0,0.18006175865014878
30,24.0,6.6300073823906995
30,90.0,
31,1.0,0.3754576414879507
31,2.0,0.18525200676639286
31,3.0,0.11191796640276226
31,4.0,1.5014446984399366
31,5.0,22.430423186471806
31,6.0,0.14429095720602408
31,7.0,0.14265764550081866
31,8.0,2.6480493960363978
31,9.0,0.06095335470111174
31,10.0,0.2233250931279781
31,11.0,0.08072312569486959
31,12.0,0.07064972045073589
31,13.0,0.595472888976912
31,14.0,0.40671337692900855
31,15.0,58.89344182100714
31,16.0,0.006661231112813058
31,17.0,0.1786254997395343
31,18.0,0.1025391223086912
31,19.0,0.43790285812794294
31,20.0,3.232981468531708
31,21.0,29.21160680182625
31,22.0,
31,23.0,0.14563335634868052
31,24.0,0.6294355472696586
31,90.0,
